year,scenarios,data,value,origin
2070,ssp1,effort,,Rousseau_et_al_2023
2071,ssp1,effort,,Rousseau_et_al_2023
2072,ssp1,effort,,Rousseau_et_al_2023
2073,ssp1,effort,,Rousseau_et_al_2023
2074,ssp1,effort,,Rousseau_et_al_2023
2075,ssp1,effort,,Rousseau_et_al_2023
2076,ssp1,effort,,Rousseau_et_al_2023
2077,ssp1,effort,,Rousseau_et_al_2023
2078,ssp1,effort,,Rousseau_et_al_2023
2079,ssp1,effort,,Rousseau_et_al_2023
2080,ssp1,effort,,Rousseau_et_al_2023
2081,ssp1,effort,,Rousseau_et_al_2023
2082,ssp1,effort,,Rousseau_et_al_2023
2083,ssp1,effort,,Rousseau_et_al_2023
2084,ssp1,effort,,Rousseau_et_al_2023
2085,ssp1,effort,,Rousseau_et_al_2023
2086,ssp1,effort,,Rousseau_et_al_2023
2087,ssp1,effort,,Rousseau_et_al_2023
2088,ssp1,effort,,Rousseau_et_al_2023
2089,ssp1,effort,,Rousseau_et_al_2023
2090,ssp1,effort,,Rousseau_et_al_2023
2091,ssp1,effort,,Rousseau_et_al_2023
2092,ssp1,effort,,Rousseau_et_al_2023
2093,ssp1,effort,,Rousseau_et_al_2023
2094,ssp1,effort,,Rousseau_et_al_2023
2095,ssp1,effort,,Rousseau_et_al_2023
2096,ssp1,effort,,Rousseau_et_al_2023
2097,ssp1,effort,,Rousseau_et_al_2023
2098,ssp1,effort,,Rousseau_et_al_2023
2099,ssp1,effort,,Rousseau_et_al_2023
2100,ssp1,effort,,Rousseau_et_al_2023
2011,ssp5,effort,,Rousseau_et_al_2023
2012,ssp5,effort,,Rousseau_et_al_2023
2013,ssp5,effort,,Rousseau_et_al_2023
2014,ssp5,effort,,Rousseau_et_al_2023
2015,ssp5,effort,,Rousseau_et_al_2023
2016,ssp5,effort,,Rousseau_et_al_2023
2017,ssp5,effort,,Rousseau_et_al_2023
2018,ssp5,effort,,Rousseau_et_al_2023
2019,ssp5,effort,,Rousseau_et_al_2023
2020,ssp5,effort,,Rousseau_et_al_2023
2021,ssp5,effort,,Rousseau_et_al_2023
2022,ssp5,effort,,Rousseau_et_al_2023
2023,ssp5,effort,,Rousseau_et_al_2023
2024,ssp5,effort,,Rousseau_et_al_2023
2025,ssp5,effort,,Rousseau_et_al_2023
2026,ssp5,effort,,Rousseau_et_al_2023
2027,ssp5,effort,,Rousseau_et_al_2023
2028,ssp5,effort,,Rousseau_et_al_2023
2029,ssp5,effort,,Rousseau_et_al_2023
2030,ssp5,effort,,Rousseau_et_al_2023
2031,ssp5,effort,,Rousseau_et_al_2023
2032,ssp5,effort,,Rousseau_et_al_2023
2033,ssp5,effort,,Rousseau_et_al_2023
2034,ssp5,effort,,Rousseau_et_al_2023
2035,ssp5,effort,,Rousseau_et_al_2023
2036,ssp5,effort,,Rousseau_et_al_2023
2037,ssp5,effort,,Rousseau_et_al_2023
2038,ssp5,effort,,Rousseau_et_al_2023
2039,ssp5,effort,,Rousseau_et_al_2023
2040,ssp5,effort,,Rousseau_et_al_2023
2041,ssp5,effort,,Rousseau_et_al_2023
2042,ssp5,effort,,Rousseau_et_al_2023
2043,ssp5,effort,,Rousseau_et_al_2023
2044,ssp5,effort,,Rousseau_et_al_2023
2045,ssp5,effort,,Rousseau_et_al_2023
2046,ssp5,effort,,Rousseau_et_al_2023
2047,ssp5,effort,,Rousseau_et_al_2023
2048,ssp5,effort,,Rousseau_et_al_2023
2049,ssp5,effort,,Rousseau_et_al_2023
2050,ssp5,effort,,Rousseau_et_al_2023
2051,ssp5,effort,,Rousseau_et_al_2023
2052,ssp5,effort,,Rousseau_et_al_2023
2053,ssp5,effort,,Rousseau_et_al_2023
2054,ssp5,effort,,Rousseau_et_al_2023
2055,ssp5,effort,,Rousseau_et_al_2023
2056,ssp5,effort,,Rousseau_et_al_2023
2057,ssp5,effort,,Rousseau_et_al_2023
2058,ssp5,effort,,Rousseau_et_al_2023
2059,ssp5,effort,,Rousseau_et_al_2023
2060,ssp5,effort,,Rousseau_et_al_2023
2061,ssp5,effort,,Rousseau_et_al_2023
2062,ssp5,effort,,Rousseau_et_al_2023
2063,ssp5,effort,,Rousseau_et_al_2023
2064,ssp5,effort,,Rousseau_et_al_2023
2065,ssp5,effort,,Rousseau_et_al_2023
2066,ssp5,effort,,Rousseau_et_al_2023
2067,ssp5,effort,,Rousseau_et_al_2023
2068,ssp5,effort,,Rousseau_et_al_2023
2069,ssp5,effort,,Rousseau_et_al_2023
2070,ssp5,effort,,Rousseau_et_al_2023
2071,ssp5,effort,,Rousseau_et_al_2023
2072,ssp5,effort,,Rousseau_et_al_2023
2073,ssp5,effort,,Rousseau_et_al_2023
2074,ssp5,effort,,Rousseau_et_al_2023
2075,ssp5,effort,,Rousseau_et_al_2023
2076,ssp5,effort,,Rousseau_et_al_2023
2077,ssp5,effort,,Rousseau_et_al_2023
2078,ssp5,effort,,Rousseau_et_al_2023
2079,ssp5,effort,,Rousseau_et_al_2023
2080,ssp5,effort,,Rousseau_et_al_2023
2081,ssp5,effort,,Rousseau_et_al_2023
2082,ssp5,effort,,Rousseau_et_al_2023
2083,ssp5,effort,,Rousseau_et_al_2023
2084,ssp5,effort,,Rousseau_et_al_2023
2085,ssp5,effort,,Rousseau_et_al_2023
2086,ssp5,effort,,Rousseau_et_al_2023
2087,ssp5,effort,,Rousseau_et_al_2023
2088,ssp5,effort,,Rousseau_et_al_2023
2089,ssp5,effort,,Rousseau_et_al_2023
2090,ssp5,effort,,Rousseau_et_al_2023
2091,ssp5,effort,,Rousseau_et_al_2023
2092,ssp5,effort,,Rousseau_et_al_2023
2093,ssp5,effort,,Rousseau_et_al_2023
2094,ssp5,effort,,Rousseau_et_al_2023
2095,ssp5,effort,,Rousseau_et_al_2023
2096,ssp5,effort,,Rousseau_et_al_2023
2097,ssp5,effort,,Rousseau_et_al_2023
2098,ssp5,effort,,Rousseau_et_al_2023
2099,ssp5,effort,,Rousseau_et_al_2023
2100,ssp5,effort,,Rousseau_et_al_2023
1961,Historical,food,6.93,
1962,Historical,food,6.53,
1963,Historical,food,3.65,
1964,Historical,food,7.14,
1965,Historical,food,7.17,
1966,Historical,food,8.44,
1967,Historical,food,7.66,
1968,Historical,food,7.81,
1969,Historical,food,8.1,
1970,Historical,food,7.67,
1971,Historical,food,9.23,
1972,Historical,food,7.3,
1973,Historical,food,6.6,
1974,Historical,food,7.7,
1975,Historical,food,6.12,
1976,Historical,food,6.21,
1977,Historical,food,6.84,
1978,Historical,food,6.78,
1979,Historical,food,6.56,
1980,Historical,food,7.9,
1981,Historical,food,8.08,
1982,Historical,food,7.97,
1983,Historical,food,7.52,
1984,Historical,food,8.22,
1985,Historical,food,8.44,
1986,Historical,food,8.49,
1987,Historical,food,8.9,
1988,Historical,food,9.53,
1989,Historical,food,7.94,
1990,Historical,food,8.36,
1991,Historical,food,7.94,
1992,Historical,food,7.47,
1993,Historical,food,7.33,
1994,Historical,food,8.52,
1995,Historical,food,8.34,
1996,Historical,food,8.26,
1997,Historical,food,7.9,
1998,Historical,food,8.25,
1999,Historical,food,8.29,
2000,Historical,food,9.09,
2001,Historical,food,8.76,
2002,Historical,food,9.23,
2003,Historical,food,9.64,
2004,Historical,food,9.26,
2005,Historical,food,9.19,
2006,Historical,food,9.18,
2007,Historical,food,9.03,
2008,Historical,food,8.6,
2009,Historical,food,7.8,
2010,Historical,food,8.39,
2011,ssp1,food,,
2012,ssp1,food,,
2013,ssp1,food,,
2014,ssp1,food,,
2015,ssp1,food,,
2016,ssp1,food,,
2017,ssp1,food,,
2018,ssp1,food,,
2019,ssp1,food,,
2020,ssp1,food,,
2021,ssp1,food,,
2022,ssp1,food,,
2023,ssp1,food,,
2024,ssp1,food,,
2025,ssp1,food,,
2026,ssp1,food,,
2027,ssp1,food,,
2028,ssp1,food,,
2029,ssp1,food,,
2030,ssp1,food,,
2031,ssp1,food,,
2032,ssp1,food,,
2033,ssp1,food,,
2034,ssp1,food,,
2035,ssp1,food,,
2036,ssp1,food,,
2037,ssp1,food,,
2038,ssp1,food,,
2039,ssp1,food,,
2040,ssp1,food,,
2041,ssp1,food,,
2042,ssp1,food,,
2043,ssp1,food,,
2044,ssp1,food,,
2045,ssp1,food,,
2046,ssp1,food,,
2047,ssp1,food,,
2048,ssp1,food,,
2049,ssp1,food,,
2050,ssp1,food,,
2051,ssp1,food,,
2052,ssp1,food,,
2053,ssp1,food,,
2054,ssp1,food,,
2055,ssp1,food,,
2056,ssp1,food,,
2057,ssp1,food,,
2058,ssp1,food,,
2059,ssp1,food,,
2060,ssp1,food,,
2061,ssp1,food,,
2062,ssp1,food,,
2063,ssp1,food,,
2064,ssp1,food,,
2065,ssp1,food,,
2066,ssp1,food,,
2067,ssp1,food,,
2068,ssp1,food,,
2069,ssp1,food,,
2070,ssp1,food,,
2071,ssp1,food,,
2072,ssp1,food,,
2073,ssp1,food,,
2074,ssp1,food,,
2075,ssp1,food,,
2076,ssp1,food,,
2077,ssp1,food,,
2078,ssp1,food,,
2079,ssp1,food,,
2080,ssp1,food,,
2081,ssp1,food,,
2082,ssp1,food,,
2083,ssp1,food,,
2084,ssp1,food,,
2085,ssp1,food,,
2086,ssp1,food,,
2087,ssp1,food,,
2088,ssp1,food,,
2089,ssp1,food,,
2090,ssp1,food,,
2091,ssp1,food,,
2092,ssp1,food,,
2093,ssp1,food,,
2094,ssp1,food,,
2095,ssp1,food,,
2096,ssp1,food,,
2097,ssp1,food,,
2098,ssp1,food,,
2099,ssp1,food,,
2100,ssp1,food,,
2011,ssp5,food,,
2012,ssp5,food,,
2013,ssp5,food,,
2014,ssp5,food,,
2015,ssp5,food,,
2016,ssp5,food,,
2017,ssp5,food,,
2018,ssp5,food,,
2019,ssp5,food,,
2020,ssp5,food,,
2021,ssp5,food,,
2022,ssp5,food,,
2023,ssp5,food,,
2024,ssp5,food,,
2025,ssp5,food,,
2026,ssp5,food,,
2027,ssp5,food,,
2028,ssp5,food,,
2029,ssp5,food,,
2030,ssp5,food,,
2031,ssp5,food,,
2032,ssp5,food,,
2033,ssp5,food,,
2034,ssp5,food,,
2035,ssp5,food,,
2036,ssp5,food,,
2037,ssp5,food,,
2038,ssp5,food,,
2039,ssp5,food,,
2040,ssp5,food,,
2041,ssp5,food,,
2042,ssp5,food,,
2043,ssp5,food,,
2044,ssp5,food,,
2045,ssp5,food,,
2046,ssp5,food,,
2047,ssp5,food,,
2048,ssp5,food,,
2049,ssp5,food,,
2050,ssp5,food,,
2051,ssp5,food,,
2052,ssp5,food,,
2053,ssp5,food,,
2054,ssp5,food,,
2055,ssp5,food,,
2056,ssp5,food,,
2057,ssp5,food,,
2058,ssp5,food,,
2059,ssp5,food,,
2060,ssp5,food,,
2061,ssp5,food,,
2062,ssp5,food,,
2063,ssp5,food,,
2064,ssp5,food,,
2065,ssp5,food,,
2066,ssp5,food,,
2067,ssp5,food,,
2068,ssp5,food,,
2069,ssp5,food,,
2070,ssp5,food,,
2071,ssp5,food,,
2072,ssp5,food,,
2073,ssp5,food,,
2074,ssp5,food,,
2075,ssp5,food,,
2076,ssp5,food,,
2077,ssp5,food,,
2078,ssp5,food,,
2079,ssp5,food,,
2080,ssp5,food,,
2081,ssp5,food,,
2082,ssp5,food,,
2083,ssp5,food,,
2084,ssp5,food,,
2085,ssp5,food,,
2086,ssp5,food,,
2087,ssp5,food,,
2088,ssp5,food,,
2089,ssp5,food,,
2090,ssp5,food,,
2091,ssp5,food,,
2092,ssp5,food,,
2093,ssp5,food,,
2094,ssp5,food,,
2095,ssp5,food,,
2096,ssp5,food,,
2097,ssp5,food,,
2098,ssp5,food,,
2099,ssp5,food,,
2100,ssp5,food,,
1961,Historical,food_extr_2010,,Extrapolated
1962,Historical,food_extr_2010,,Extrapolated
1963,Historical,food_extr_2010,,Extrapolated
1964,Historical,food_extr_2010,,Extrapolated
1965,Historical,food_extr_2010,,Extrapolated
1966,Historical,food_extr_2010,,Extrapolated
1967,Historical,food_extr_2010,,Extrapolated
1968,Historical,food_extr_2010,,Extrapolated
1969,Historical,food_extr_2010,,Extrapolated
1970,Historical,food_extr_2010,,Extrapolated
1971,Historical,food_extr_2010,,Extrapolated
1972,Historical,food_extr_2010,,Extrapolated
1973,Historical,food_extr_2010,,Extrapolated
1974,Historical,food_extr_2010,,Extrapolated
1975,Historical,food_extr_2010,,Extrapolated
1976,Historical,food_extr_2010,,Extrapolated
1977,Historical,food_extr_2010,,Extrapolated
1978,Historical,food_extr_2010,,Extrapolated
1979,Historical,food_extr_2010,,Extrapolated
1980,Historical,food_extr_2010,,Extrapolated
1981,Historical,food_extr_2010,,Extrapolated
1982,Historical,food_extr_2010,,Extrapolated
1983,Historical,food_extr_2010,,Extrapolated
1984,Historical,food_extr_2010,,Extrapolated
1985,Historical,food_extr_2010,,Extrapolated
1986,Historical,food_extr_2010,,Extrapolated
1987,Historical,food_extr_2010,,Extrapolated
1988,Historical,food_extr_2010,,Extrapolated
1989,Historical,food_extr_2010,,Extrapolated
1990,Historical,food_extr_2010,,Extrapolated
1991,Historical,food_extr_2010,,Extrapolated
1992,Historical,food_extr_2010,,Extrapolated
1993,Historical,food_extr_2010,,Extrapolated
1994,Historical,food_extr_2010,,Extrapolated
1995,Historical,food_extr_2010,,Extrapolated
1996,Historical,food_extr_2010,,Extrapolated
1997,Historical,food_extr_2010,,Extrapolated
1998,Historical,food_extr_2010,,Extrapolated
1999,Historical,food_extr_2010,,Extrapolated
2000,Historical,food_extr_2010,,Extrapolated
2001,Historical,food_extr_2010,,Extrapolated
2002,Historical,food_extr_2010,,Extrapolated
2003,Historical,food_extr_2010,,Extrapolated
2004,Historical,food_extr_2010,,Extrapolated
2005,Historical,food_extr_2010,,Extrapolated
2006,Historical,food_extr_2010,,Extrapolated
2007,Historical,food_extr_2010,,Extrapolated
2008,Historical,food_extr_2010,,Extrapolated
2009,Historical,food_extr_2010,,Extrapolated
2010,Historical,food_extr_2010,8.39,Extrapolated
2011,ssp1,food_extr_2010,8.54088345362277,Extrapolated
2012,ssp1,food_extr_2010,8.68714690922092,Extrapolated
2013,ssp1,food_extr_2010,8.82488998880823,Extrapolated
2014,ssp1,food_extr_2010,8.95948942481719,Extrapolated
2015,ssp1,food_extr_2010,9.09150876840678,Extrapolated
2016,ssp1,food_extr_2010,9.22194975147856,Extrapolated
2017,ssp1,food_extr_2010,9.34829442906059,Extrapolated
2018,ssp1,food_extr_2010,9.47273303528476,Extrapolated
2019,ssp1,food_extr_2010,9.59260455256916,Extrapolated
2020,ssp1,food_extr_2010,9.70968248400865,Extrapolated
2021,ssp1,food_extr_2010,9.82313921978116,Extrapolated
2022,ssp1,food_extr_2010,9.89647171675426,Extrapolated
2023,ssp1,food_extr_2010,9.96967030333292,Extrapolated
2024,ssp1,food_extr_2010,10.0408566173039,Extrapolated
2025,ssp1,food_extr_2010,10.1138502505195,Extrapolated
2026,ssp1,food_extr_2010,10.1789818255195,Extrapolated
2027,ssp1,food_extr_2010,10.2440028866044,Extrapolated
2028,ssp1,food_extr_2010,10.3089197092649,Extrapolated
2029,ssp1,food_extr_2010,10.3720714207957,Extrapolated
2030,ssp1,food_extr_2010,10.4368270621426,Extrapolated
2031,ssp1,food_extr_2010,10.518066614499,Extrapolated
2032,ssp1,food_extr_2010,10.5976028955065,Extrapolated
2033,ssp1,food_extr_2010,10.677066348894,Extrapolated
2034,ssp1,food_extr_2010,10.7579421814336,Extrapolated
2035,ssp1,food_extr_2010,10.8372499431173,Extrapolated
2036,ssp1,food_extr_2010,10.9130721949352,Extrapolated
2037,ssp1,food_extr_2010,10.9874064860246,Extrapolated
2038,ssp1,food_extr_2010,11.0630265913673,Extrapolated
2039,ssp1,food_extr_2010,11.138540438246,Extrapolated
2040,ssp1,food_extr_2010,11.2126801923872,Extrapolated
2041,ssp1,food_extr_2010,11.2848395748892,Extrapolated
2042,ssp1,food_extr_2010,11.3569067758249,Extrapolated
2043,ssp1,food_extr_2010,11.4276962282159,Extrapolated
2044,ssp1,food_extr_2010,11.4996136284169,Extrapolated
2045,ssp1,food_extr_2010,11.5714514604596,Extrapolated
2046,ssp1,food_extr_2010,11.6388380553917,Extrapolated
2047,ssp1,food_extr_2010,11.7072867465357,Extrapolated
2048,ssp1,food_extr_2010,11.775664966884,Extrapolated
2049,ssp1,food_extr_2010,11.8429234195034,Extrapolated
2050,ssp1,food_extr_2010,11.9111861519662,Extrapolated
2051,ssp1,food_extr_2010,11.9736729981106,Extrapolated
2052,ssp1,food_extr_2010,12.0371292825833,Extrapolated
2053,ssp1,food_extr_2010,12.0995465077236,Extrapolated
2054,ssp1,food_extr_2010,12.162901751738,Extrapolated
2055,ssp1,food_extr_2010,12.2262026396292,Extrapolated
2056,ssp1,food_extr_2010,12.2828728673572,Extrapolated
2057,ssp1,food_extr_2010,12.3404343665196,Extrapolated
2058,ssp1,food_extr_2010,12.3979457752966,Extrapolated
2059,ssp1,food_extr_2010,12.4554090769497,Extrapolated
2060,ssp1,food_extr_2010,12.5128261458543,Extrapolated
2061,ssp1,food_extr_2010,12.5649913965751,Extrapolated
2062,ssp1,food_extr_2010,12.6171124554258,Extrapolated
2063,ssp1,food_extr_2010,12.6691909484756,Extrapolated
2064,ssp1,food_extr_2010,12.7212284185565,Extrapolated
2065,ssp1,food_extr_2010,12.7740263307298,Extrapolated
2066,ssp1,food_extr_2010,12.822187949059,Extrapolated
2067,ssp1,food_extr_2010,12.8703121345582,Extrapolated
2068,ssp1,food_extr_2010,12.9191606091725,Extrapolated
2069,ssp1,food_extr_2010,12.9672051386436,Extrapolated
2070,ssp1,food_extr_2010,13.0152161451168,Extrapolated
2071,ssp1,food_extr_2010,13.0605137187022,Extrapolated
2072,ssp1,food_extr_2010,13.1050466432976,Extrapolated
2073,ssp1,food_extr_2010,13.1502504226678,Extrapolated
2074,ssp1,food_extr_2010,13.194715178899,Extrapolated
2075,ssp1,food_extr_2010,13.239831396315,Extrapolated
2076,ssp1,food_extr_2010,13.2807994408832,Extrapolated
2077,ssp1,food_extr_2010,13.3223999462555,Extrapolated
2078,ssp1,food_extr_2010,13.3639563652144,Extrapolated
2079,ssp1,food_extr_2010,13.4048312510074,Extrapolated
2080,ssp1,food_extr_2010,13.4463121080946,Extrapolated
2081,ssp1,food_extr_2010,13.4824264708143,Extrapolated
2082,ssp1,food_extr_2010,13.5178893317623,Extrapolated
2083,ssp1,food_extr_2010,13.5539328339897,Extrapolated
2084,ssp1,food_extr_2010,13.5899387409234,Extrapolated
2085,ssp1,food_extr_2010,13.625908243778,Extrapolated
2086,ssp1,food_extr_2010,13.6528594771339,Extrapolated
2087,ssp1,food_extr_2010,13.6792048339221,Extrapolated
2088,ssp1,food_extr_2010,13.7060919003632,Extrapolated
2089,ssp1,food_extr_2010,13.7329447911355,Extrapolated
2090,ssp1,food_extr_2010,13.759764500842,Extrapolated
2091,ssp1,food_extr_2010,13.7765082168668,Extrapolated
2092,ssp1,food_extr_2010,13.7932186519899,Extrapolated
2093,ssp1,food_extr_2010,13.8098967150246,Extrapolated
2094,ssp1,food_extr_2010,13.8265432788819,Extrapolated
2095,ssp1,food_extr_2010,13.8431591824246,Extrapolated
2096,ssp1,food_extr_2010,13.8369477718797,Extrapolated
2097,ssp1,food_extr_2010,13.8302031158192,Extrapolated
2098,ssp1,food_extr_2010,13.8239324425267,Extrapolated
2099,ssp1,food_extr_2010,13.8176299432011,Extrapolated
2100,ssp1,food_extr_2010,13.810813275135,Extrapolated
2011,ssp5,food_extr_2010,8.54088345362277,Extrapolated
2012,ssp5,food_extr_2010,8.68714690922092,Extrapolated
2013,ssp5,food_extr_2010,8.82488998880823,Extrapolated
2014,ssp5,food_extr_2010,8.95948942481719,Extrapolated
2015,ssp5,food_extr_2010,9.09150876840678,Extrapolated
2016,ssp5,food_extr_2010,9.22194975147856,Extrapolated
2017,ssp5,food_extr_2010,9.34829442906059,Extrapolated
2018,ssp5,food_extr_2010,9.47273303528476,Extrapolated
2019,ssp5,food_extr_2010,9.59260455256916,Extrapolated
2020,ssp5,food_extr_2010,9.70968248400865,Extrapolated
2021,ssp5,food_extr_2010,9.82313921978116,Extrapolated
2022,ssp5,food_extr_2010,9.9357949228802,Extrapolated
2023,ssp5,food_extr_2010,10.0502820621351,Extrapolated
2024,ssp5,food_extr_2010,10.1626922262571,Extrapolated
2025,ssp5,food_extr_2010,10.2750084223347,Extrapolated
2026,ssp5,food_extr_2010,10.4017222204828,Extrapolated
2027,ssp5,food_extr_2010,10.5282754567814,Extrapolated
2028,ssp5,food_extr_2010,10.6546804565418,Extrapolated
2029,ssp5,food_extr_2010,10.7809482678679,Extrapolated
2030,ssp5,food_extr_2010,10.9070888301528,Extrapolated
2031,ssp5,food_extr_2010,11.0448757626792,Extrapolated
2032,ssp5,food_extr_2010,11.1809396570053,Extrapolated
2033,ssp5,food_extr_2010,11.3168367242256,Extrapolated
2034,ssp5,food_extr_2010,11.4539222171319,Extrapolated
2035,ssp5,food_extr_2010,11.5894964227052,Extrapolated
2036,ssp5,food_extr_2010,11.723539096252,Extrapolated
2037,ssp5,food_extr_2010,11.8573916915116,Extrapolated
2038,ssp5,food_extr_2010,11.9910693591198,Extrapolated
2039,ssp5,food_extr_2010,12.124585616682,Extrapolated
2040,ssp5,food_extr_2010,12.2579525694542,Extrapolated
2041,ssp5,food_extr_2010,12.3902293953662,Extrapolated
2042,ssp5,food_extr_2010,12.5213034975266,Extrapolated
2043,ssp5,food_extr_2010,12.6532436121134,Extrapolated
2044,ssp5,food_extr_2010,12.7840696518759,Extrapolated
2045,ssp5,food_extr_2010,12.9157188354747,Extrapolated
2046,ssp5,food_extr_2010,13.0443909210893,Extrapolated
2047,ssp5,food_extr_2010,13.1720613054897,Extrapolated
2048,ssp5,food_extr_2010,13.3004950242475,Extrapolated
2049,ssp5,food_extr_2010,13.4288125182255,Extrapolated
2050,ssp5,food_extr_2010,13.5570212977507,Extrapolated
2051,ssp5,food_extr_2010,13.6805118327418,Extrapolated
2052,ssp5,food_extr_2010,13.8039049497504,Extrapolated
2053,ssp5,food_extr_2010,13.9279444794647,Extrapolated
2054,ssp5,food_extr_2010,14.0511479701769,Extrapolated
2055,ssp5,food_extr_2010,14.1742708659371,Extrapolated
2056,ssp5,food_extr_2010,14.2920169764617,Extrapolated
2057,ssp5,food_extr_2010,14.4103253214149,Extrapolated
2058,ssp5,food_extr_2010,14.5278615241297,Extrapolated
2059,ssp5,food_extr_2010,14.6453078205082,Extrapolated
2060,ssp5,food_extr_2010,14.7626692795922,Extrapolated
2061,ssp5,food_extr_2010,14.874516283281,Extrapolated
2062,ssp5,food_extr_2010,14.9868435541563,Extrapolated
2063,ssp5,food_extr_2010,15.0984805218569,Extrapolated
2064,ssp5,food_extr_2010,15.210026707858,Extrapolated
2065,ssp5,food_extr_2010,15.3214871220896,Extrapolated
2066,ssp5,food_extr_2010,15.4286932136698,Extrapolated
2067,ssp5,food_extr_2010,15.5352629910083,Extrapolated
2068,ssp5,food_extr_2010,15.6422373787607,Extrapolated
2069,ssp5,food_extr_2010,15.7486154591017,Extrapolated
2070,ssp5,food_extr_2010,15.8553837440719,Extrapolated
2071,ssp5,food_extr_2010,15.9564672680318,Extrapolated
2072,ssp5,food_extr_2010,16.0579059447408,Extrapolated
2073,ssp5,food_extr_2010,16.1587961150119,Extrapolated
2074,ssp5,food_extr_2010,16.2596013357018,Extrapolated
2075,ssp5,food_extr_2010,16.3607444057498,Extrapolated
2076,ssp5,food_extr_2010,16.4552854630083,Extrapolated
2077,ssp5,food_extr_2010,16.550134534401,Extrapolated
2078,ssp5,food_extr_2010,16.6444925876019,Extrapolated
2079,ssp5,food_extr_2010,16.7387696473371,Extrapolated
2080,ssp5,food_extr_2010,16.8333407924309,Extrapolated
2081,ssp5,food_extr_2010,16.9188334457678,Extrapolated
2082,ssp5,food_extr_2010,17.0042402199234,Extrapolated
2083,ssp5,food_extr_2010,17.0899113885864,Extrapolated
2084,ssp5,food_extr_2010,17.1751530760931,Extrapolated
2085,ssp5,food_extr_2010,17.2603210719159,Extrapolated
2086,ssp5,food_extr_2010,17.3321875339781,Extrapolated
2087,ssp5,food_extr_2010,17.4042876937351,Extrapolated
2088,ssp5,food_extr_2010,17.4759870591192,Extrapolated
2089,ssp5,food_extr_2010,17.5476114521269,Extrapolated
2090,ssp5,food_extr_2010,17.6194605550607,Extrapolated
2091,ssp5,food_extr_2010,17.6759554383541,Extrapolated
2092,ssp5,food_extr_2010,17.7323706446875,Extrapolated
2093,ssp5,food_extr_2010,17.7887097185929,Extrapolated
2094,ssp5,food_extr_2010,17.8449759817411,Extrapolated
2095,ssp5,food_extr_2010,17.9014392176818,Extrapolated
2096,ssp5,food_extr_2010,17.926672841577,Extrapolated
2097,ssp5,food_extr_2010,17.9520919857171,Extrapolated
2098,ssp5,food_extr_2010,17.9771828016683,Extrapolated
2099,ssp5,food_extr_2010,18.0024548552686,Extrapolated
2100,ssp5,food_extr_2010,18.027413881167,Extrapolated
1961,Historical,effort_extr_2010,,Extrapolated
1962,Historical,effort_extr_2010,,Extrapolated
1963,Historical,effort_extr_2010,,Extrapolated
1964,Historical,effort_extr_2010,,Extrapolated
1965,Historical,effort_extr_2010,,Extrapolated
1966,Historical,effort_extr_2010,,Extrapolated
1967,Historical,effort_extr_2010,,Extrapolated
1968,Historical,effort_extr_2010,,Extrapolated
1969,Historical,effort_extr_2010,,Extrapolated
1970,Historical,effort_extr_2010,,Extrapolated
1971,Historical,effort_extr_2010,,Extrapolated
1972,Historical,effort_extr_2010,,Extrapolated
1973,Historical,effort_extr_2010,,Extrapolated
1974,Historical,effort_extr_2010,,Extrapolated
1975,Historical,effort_extr_2010,,Extrapolated
1976,Historical,effort_extr_2010,,Extrapolated
1977,Historical,effort_extr_2010,,Extrapolated
1978,Historical,effort_extr_2010,,Extrapolated
1979,Historical,effort_extr_2010,,Extrapolated
1980,Historical,effort_extr_2010,,Extrapolated
1981,Historical,effort_extr_2010,,Extrapolated
1982,Historical,effort_extr_2010,,Extrapolated
1983,Historical,effort_extr_2010,,Extrapolated
1984,Historical,effort_extr_2010,,Extrapolated
1985,Historical,effort_extr_2010,,Extrapolated
1986,Historical,effort_extr_2010,,Extrapolated
1987,Historical,effort_extr_2010,,Extrapolated
1988,Historical,effort_extr_2010,,Extrapolated
1989,Historical,effort_extr_2010,,Extrapolated
1990,Historical,effort_extr_2010,,Extrapolated
1991,Historical,effort_extr_2010,,Extrapolated
1992,Historical,effort_extr_2010,,Extrapolated
1993,Historical,effort_extr_2010,,Extrapolated
1994,Historical,effort_extr_2010,,Extrapolated
1995,Historical,effort_extr_2010,,Extrapolated
1996,Historical,effort_extr_2010,,Extrapolated
1997,Historical,effort_extr_2010,,Extrapolated
1998,Historical,effort_extr_2010,,Extrapolated
1999,Historical,effort_extr_2010,,Extrapolated
2000,Historical,effort_extr_2010,,Extrapolated
2001,Historical,effort_extr_2010,,Extrapolated
2002,Historical,effort_extr_2010,,Extrapolated
2003,Historical,effort_extr_2010,,Extrapolated
2004,Historical,effort_extr_2010,,Extrapolated
2005,Historical,effort_extr_2010,,Extrapolated
2006,Historical,effort_extr_2010,,Extrapolated
2007,Historical,effort_extr_2010,,Extrapolated
2008,Historical,effort_extr_2010,,Extrapolated
2009,Historical,effort_extr_2010,,Extrapolated
2010,Historical,effort_extr_2010,9310440.18843127,Extrapolated
2011,ssp1,effort_extr_2010,9641860.498277,Extrapolated
2012,ssp1,effort_extr_2010,9966213.96452589,Extrapolated
2013,ssp1,effort_extr_2010,10279373.2425715,Extrapolated
2014,ssp1,effort_extr_2010,10589418.7935851,Extrapolated
2015,ssp1,effort_extr_2010,10898497.9361826,Extrapolated
